sentence_split_ID,sentence_split_text
7_775933ed1e3f5c1a4837c087806947996e8e65683d609ffa0c1dbea3f4d8e8df,room quite nice brand new including nice flat-screen tv
8_775933ed1e3f5c1a4837c087806947996e8e65683d609ffa0c1dbea3f4d8e8df,ca n't complain
9_775933ed1e3f5c1a4837c087806947996e8e65683d609ffa0c1dbea3f4d8e8df,did head original tower occasions use gym
10_775933ed1e3f5c1a4837c087806947996e8e65683d609ffa0c1dbea3f4d8e8df,hotel large pool/gym floor complete beautiful views seattle puget sound
11_775933ed1e3f5c1a4837c087806947996e8e65683d609ffa0c1dbea3f4d8e8df,large hotel surprised 4 treadmills
12_775933ed1e3f5c1a4837c087806947996e8e65683d609ffa0c1dbea3f4d8e8df,use sign 25 minute time limit people waiting
13_775933ed1e3f5c1a4837c087806947996e8e65683d609ffa0c1dbea3f4d8e8df,not huge deal definitely room improvement there.as mentioned reviewers parking problem
14_775933ed1e3f5c1a4837c087806947996e8e65683d609ffa0c1dbea3f4d8e8df,35 valet insane
15_775933ed1e3f5c1a4837c087806947996e8e65683d609ffa0c1dbea3f4d8e8df,parked convention center lots area allowed overnight self-parking
16_775933ed1e3f5c1a4837c087806947996e8e65683d609ffa0c1dbea3f4d8e8df,not lucky experience low rates posted convention center website paid 22/day good savings valet no means bargain
17_775933ed1e3f5c1a4837c087806947996e8e65683d609ffa0c1dbea3f4d8e8df,highly recommend not renting car going spending time seattle proper especially staying sheraton
18_775933ed1e3f5c1a4837c087806947996e8e65683d609ffa0c1dbea3f4d8e8df,10 seattle airport shuttle drops people directly hotel definitely cheaper parking overall definitely stay just hopefully not handicapped room
0_9c0674dc550947ca534ffef7152b7ab62047e5c81bf2c200008283e632d25f92,great seattle location great downtown hotel
1_9c0674dc550947ca534ffef7152b7ab62047e5c81bf2c200008283e632d25f92,parking problem
2_9c0674dc550947ca534ffef7152b7ab62047e5c81bf2c200008283e632d25f92,read reviews hotel parking 35 overnite
3_9c0674dc550947ca534ffef7152b7ab62047e5c81bf2c200008283e632d25f92,parked block away convention center 18.short 6 block walk pike place market
4_9c0674dc550947ca534ffef7152b7ab62047e5c81bf2c200008283e632d25f92,n't miss excellent dinner hotel daily grill definitely stay
0_6e0b6e1a5c2504a1d394ba8ce833506a6978f2940960fb3393f28d95c3dcf421,thoroughly enjoyed stay spent 4 nights business july
1_6e0b6e1a5c2504a1d394ba8ce833506a6978f2940960fb3393f28d95c3dcf421,stayed new tower room outstanding
2_6e0b6e1a5c2504a1d394ba8ce833506a6978f2940960fb3393f28d95c3dcf421,bed comfortable
3_6e0b6e1a5c2504a1d394ba8ce833506a6978f2940960fb3393f28d95c3dcf421,conference facilities excellent
4_6e0b6e1a5c2504a1d394ba8ce833506a6978f2940960fb3393f28d95c3dcf421,downtown location terrific walking
5_6e0b6e1a5c2504a1d394ba8ce833506a6978f2940960fb3393f28d95c3dcf421,problem fitness facilities limited
6_6e0b6e1a5c2504a1d394ba8ce833506a6978f2940960fb3393f28d95c3dcf421,opened 5:30 lineup machines
7_6e0b6e1a5c2504a1d394ba8ce833506a6978f2940960fb3393f28d95c3dcf421,4 treadmills couple ellipticals resistance machines not size hotel
0_e6f873ba5f1a1c01b606a7feda7f801fc5ebe375cec81b2116ef641bc5525e4b,fantastic hotel fabulous stay sheraton downtown seattle
1_e6f873ba5f1a1c01b606a7feda7f801fc5ebe375cec81b2116ef641bc5525e4b,stayed remodeled union tower king corner room.the room decorated shades chocolate brown caramel cream tasteful roomy clean.the staff helpful courteous
2_e6f873ba5f1a1c01b606a7feda7f801fc5ebe375cec81b2116ef641bc5525e4b,hotel walking distance things downtown seattle
3_e6f873ba5f1a1c01b606a7feda7f801fc5ebe375cec81b2116ef641bc5525e4b,fabulous weekend highly recommend hotel looking stay downtown area
0_78de931e2a7f760570b48a24ab9fab351fedc1f53dd6e7ef52ea64ffca45aa8a,great hotel great location great hotel fantastic location
1_78de931e2a7f760570b48a24ab9fab351fedc1f53dd6e7ef52ea64ffca45aa8a,having read reviews trip advisor emailed hotel arrival ask room new block got
2_78de931e2a7f760570b48a24ab9fab351fedc1f53dd6e7ef52ea64ffca45aa8a,room nice big modern lovely bathroom
3_78de931e2a7f760570b48a24ab9fab351fedc1f53dd6e7ef52ea64ffca45aa8a,lobby massive check check no wait
4_78de931e2a7f760570b48a24ab9fab351fedc1f53dd6e7ef52ea64ffca45aa8a,ate restaurant evening quiet pricey lovely
5_78de931e2a7f760570b48a24ab9fab351fedc1f53dd6e7ef52ea64ffca45aa8a,bar nice serves wide range drinks cocktails
6_78de931e2a7f760570b48a24ab9fab351fedc1f53dd6e7ef52ea64ffca45aa8a,best thing going hotel opinion location
7_78de931e2a7f760570b48a24ab9fab351fedc1f53dd6e7ef52ea64ffca45aa8a,going shop sightseeing thing location fantastic
8_78de931e2a7f760570b48a24ab9fab351fedc1f53dd6e7ef52ea64ffca45aa8a,right middle
9_78de931e2a7f760570b48a24ab9fab351fedc1f53dd6e7ef52ea64ffca45aa8a,really enjoyed visit seattle hightened stay sheraton
10_78de931e2a7f760570b48a24ab9fab351fedc1f53dd6e7ef52ea64ffca45aa8a,no hesitation recommending hotel
0_b54c861a958b181495c2e0a35304c5448defd47491929a3d7cec18bcd8f615b9,wonderful time sheraton stayed sheraton auguest 20 2007. pleasantly surprised experience
1_b54c861a958b181495c2e0a35304c5448defd47491929a3d7cec18bcd8f615b9,emailed hotel earlier requesting king room new tower
2_b54c861a958b181495c2e0a35304c5448defd47491929a3d7cec18bcd8f615b9,did n't really expect receive asked afterall payed 125 priceline
3_b54c861a958b181495c2e0a35304c5448defd47491929a3d7cec18bcd8f615b9,checkin pleasantly suprised assigned king room new tower
4_b54c861a958b181495c2e0a35304c5448defd47491929a3d7cec18bcd8f615b9,room lovely
5_b54c861a958b181495c2e0a35304c5448defd47491929a3d7cec18bcd8f615b9,comfy bed lovely view nicer tv home
6_b54c861a958b181495c2e0a35304c5448defd47491929a3d7cec18bcd8f615b9,bathroom bright clean comfortable
7_b54c861a958b181495c2e0a35304c5448defd47491929a3d7cec18bcd8f615b9,location convenient
8_b54c861a958b181495c2e0a35304c5448defd47491929a3d7cec18bcd8f615b9,concierge helpful helping city bus king street station
9_b54c861a958b181495c2e0a35304c5448defd47491929a3d7cec18bcd8f615b9,not hesitate stay
0_a7178682ccc106d9cc8ae762ba9d6068b3fc95dff6f153fe43de1ffd62d50889,nice hotel stayed hotel times past
1_a7178682ccc106d9cc8ae762ba9d6068b3fc95dff6f153fe43de1ffd62d50889,stay new tower
2_a7178682ccc106d9cc8ae762ba9d6068b3fc95dff6f153fe43de1ffd62d50889,rooms new tower definitely nicer original tower
3_a7178682ccc106d9cc8ae762ba9d6068b3fc95dff6f153fe43de1ffd62d50889,brighter fresher look
4_a7178682ccc106d9cc8ae762ba9d6068b3fc95dff6f153fe43de1ffd62d50889,original tower rooms fine just n't nice
5_a7178682ccc106d9cc8ae762ba9d6068b3fc95dff6f153fe43de1ffd62d50889,pool area offers great view city
6_a7178682ccc106d9cc8ae762ba9d6068b3fc95dff6f153fe43de1ffd62d50889,location hotel perfect parking expensive hotel stayed seattle.my complaints minor construction going lobby area slight feel construction zone areas hidden black curtains
7_a7178682ccc106d9cc8ae762ba9d6068b3fc95dff6f153fe43de1ffd62d50889,minor guess finished end september
8_a7178682ccc106d9cc8ae762ba9d6068b3fc95dff6f153fe43de1ffd62d50889,restaurant lounge area bit disconnected hotel
9_a7178682ccc106d9cc8ae762ba9d6068b3fc95dff6f153fe43de1ffd62d50889,tend prefer hotels lobby bars does not
0_3565203e19589a8b2003c76bf8a86101b62886d02cbec9480d381bb25665c280,worse stay hotel
1_3565203e19589a8b2003c76bf8a86101b62886d02cbec9480d381bb25665c280,no help
2_3565203e19589a8b2003c76bf8a86101b62886d02cbec9480d381bb25665c280,concierge no idea sites city espically
3_3565203e19589a8b2003c76bf8a86101b62886d02cbec9480d381bb25665c280,finding concierge knew fishermans terminal advised taking cab did
4_3565203e19589a8b2003c76bf8a86101b62886d02cbec9480d381bb25665c280,not knowing cabs did not return area
5_3565203e19589a8b2003c76bf8a86101b62886d02cbec9480d381bb25665c280,stuck hour calling hotel assistance having tell use nothing
6_3565203e19589a8b2003c76bf8a86101b62886d02cbec9480d381bb25665c280,saw guests upset
0_ac3d03c29a99672a2a45d5e3bc382fae02d37f61f9476a30f0cf47aa67b2b0de,friendly staff comfortable beds stayed hotel tour included 6 hotel coast california
1_ac3d03c29a99672a2a45d5e3bc382fae02d37f61f9476a30f0cf47aa67b2b0de,enjoyed hotel
2_ac3d03c29a99672a2a45d5e3bc382fae02d37f61f9476a30f0cf47aa67b2b0de,great location tourists
3_ac3d03c29a99672a2a45d5e3bc382fae02d37f61f9476a30f0cf47aa67b2b0de,close market place attractions
4_ac3d03c29a99672a2a45d5e3bc382fae02d37f61f9476a30f0cf47aa67b2b0de,desk staff accommodating thanks christopher rest hotel staff friendly
5_ac3d03c29a99672a2a45d5e3bc382fae02d37f61f9476a30f0cf47aa67b2b0de,loved beds comfortable
6_ac3d03c29a99672a2a45d5e3bc382fae02d37f61f9476a30f0cf47aa67b2b0de,breakfast included tour enjoyed
7_ac3d03c29a99672a2a45d5e3bc382fae02d37f61f9476a30f0cf47aa67b2b0de,want included buffet fruit fresh
8_ac3d03c29a99672a2a45d5e3bc382fae02d37f61f9476a30f0cf47aa67b2b0de,hi morgan wait staff
9_ac3d03c29a99672a2a45d5e3bc382fae02d37f61f9476a30f0cf47aa67b2b0de,hotel bright clean looking fresh flowers lobby area
10_ac3d03c29a99672a2a45d5e3bc382fae02d37f61f9476a30f0cf47aa67b2b0de,seattle try make short trip boeing aircraft factory
11_ac3d03c29a99672a2a45d5e3bc382fae02d37f61f9476a30f0cf47aa67b2b0de,loved tour
12_ac3d03c29a99672a2a45d5e3bc382fae02d37f61f9476a30f0cf47aa67b2b0de,people seattle portland willing help tourists directions suggestions
0_234649e887ec6a7a8aabf0b42355acf9ec833196c6fe80caecb6dd78914f2f89,avoid construction/refurbishment completed stayed sheraton seattle day cruise
1_234649e887ec6a7a8aabf0b42355acf9ec833196c6fe80caecb6dd78914f2f89,hotel perfect location walk downtown restaurants shops
2_234649e887ec6a7a8aabf0b42355acf9ec833196c6fe80caecb6dd78914f2f89,hotel construction entrance poorly marked hotel
3_234649e887ec6a7a8aabf0b42355acf9ec833196c6fe80caecb6dd78914f2f89,taxi driver not pull curb construction materials street
4_234649e887ec6a7a8aabf0b42355acf9ec833196c6fe80caecb6dd78914f2f89,no help luggage no ramp street
5_234649e887ec6a7a8aabf0b42355acf9ec833196c6fe80caecb6dd78914f2f89,lobby offered help luggage
6_234649e887ec6a7a8aabf0b42355acf9ec833196c6fe80caecb6dd78914f2f89,late
7_234649e887ec6a7a8aabf0b42355acf9ec833196c6fe80caecb6dd78914f2f89,check breeze 5 minutes
8_234649e887ec6a7a8aabf0b42355acf9ec833196c6fe80caecb6dd78914f2f89,sets elevators depending floor directed wrong set
9_234649e887ec6a7a8aabf0b42355acf9ec833196c6fe80caecb6dd78914f2f89,fortunately caught error getting
10_234649e887ec6a7a8aabf0b42355acf9ec833196c6fe80caecb6dd78914f2f89,room clean standard outdated shades buff yellow
11_234649e887ec6a7a8aabf0b42355acf9ec833196c6fe80caecb6dd78914f2f89,no gift/sundry shop construction restaurant/bar just cordoned section lobby.i try seattle sheraton construction refurbishment finished not
12_234649e887ec6a7a8aabf0b42355acf9ec833196c6fe80caecb6dd78914f2f89,thought secured felt reasonable rate hotwire not feel hotel worth price
0_bd0b5c39c8b1b1e579c51766d32157f60cbddc45d4039962a9c7ac715c5d5c66,stay bellevue instead write review leisure traveller
1_bd0b5c39c8b1b1e579c51766d32157f60cbddc45d4039962a9c7ac715c5d5c66,hotel superb location beds super comfortable it.the valet parking 35.00 said
2_bd0b5c39c8b1b1e579c51766d32157f60cbddc45d4039962a9c7ac715c5d5c66,rooms not modern way starting 10 year old television
3_bd0b5c39c8b1b1e579c51766d32157f60cbddc45d4039962a9c7ac715c5d5c66,strikes odd lay-out bathroom
4_bd0b5c39c8b1b1e579c51766d32157f60cbddc45d4039962a9c7ac715c5d5c66,open door walk straight wall better sober
5_bd0b5c39c8b1b1e579c51766d32157f60cbddc45d4039962a9c7ac715c5d5c66,step shower foot toilet
6_bd0b5c39c8b1b1e579c51766d32157f60cbddc45d4039962a9c7ac715c5d5c66,not quiet hotel.the noise showers not allow fallback sleep awaken
7_bd0b5c39c8b1b1e579c51766d32157f60cbddc45d4039962a9c7ac715c5d5c66,noise doors closing compared door close 6 hour arguementwith girlfriend boyfriend foundations literallly shake.i n't know want stay hotel prices charged going spend money stay hyatt westin
8_bd0b5c39c8b1b1e579c51766d32157f60cbddc45d4039962a9c7ac715c5d5c66,budget stay bellevue hotels everybit nice better
9_bd0b5c39c8b1b1e579c51766d32157f60cbddc45d4039962a9c7ac715c5d5c66,recommend bellevue athletic club hyatt westin
10_bd0b5c39c8b1b1e579c51766d32157f60cbddc45d4039962a9c7ac715c5d5c66,taxi public transport town save money steak dinner ruth chris
0_b0430c8082fd3cc3cbd022e7c18466b047c08cc73de9a5010e3edba57fc1f839,nice hotel beware 26 parking/valet fee
1_b0430c8082fd3cc3cbd022e7c18466b047c08cc73de9a5010e3edba57fc1f839,great location clean comfy stylish room great service nice views 26 parking fee
2_b0430c8082fd3cc3cbd022e7c18466b047c08cc73de9a5010e3edba57fc1f839,expecting 15 seriously 26 bucks
3_b0430c8082fd3cc3cbd022e7c18466b047c08cc73de9a5010e3edba57fc1f839,hurt cough money
0_162bdad40b082b280b7e6f02aaf46133f1bb949bfdc37f4cf06e6c4dfa965ad3,nice location lovely room view good requesting view seattle fruitless did n't realize view bay day checked clouds lifted ferry cruising grey water rewarding sun comes
1_162bdad40b082b280b7e6f02aaf46133f1bb949bfdc37f4cf06e6c4dfa965ad3,room warm experience hotel rooms tend chilly cozily decorated sandy tones appealing bureau instead typical tv cabinet drawers
2_162bdad40b082b280b7e6f02aaf46133f1bb949bfdc37f4cf06e6c4dfa965ad3,room clean nicely turned arrived comfortable bathroom closet
3_162bdad40b082b280b7e6f02aaf46133f1bb949bfdc37f4cf06e6c4dfa965ad3,hotel employees spoke pleasant
4_162bdad40b082b280b7e6f02aaf46133f1bb949bfdc37f4cf06e6c4dfa965ad3,hotel excellent location tourism pike street market easy walk street taxis readily available nearby
5_162bdad40b082b280b7e6f02aaf46133f1bb949bfdc37f4cf06e6c4dfa965ad3,upscale malls various sizes immediate area large movie theatres borders barnes noble williams sonoma anne taylor original nordstrom nordstrom rack say high-end retailer planet represented
6_162bdad40b082b280b7e6f02aaf46133f1bb949bfdc37f4cf06e6c4dfa965ad3,downtown hilly pike street walkable not steep
7_162bdad40b082b280b7e6f02aaf46133f1bb949bfdc37f4cf06e6c4dfa965ad3,grayline tours desk lobby picks hotel tours airport shuttles handy
8_162bdad40b082b280b7e6f02aaf46133f1bb949bfdc37f4cf06e6c4dfa965ad3,bad hotel pool inside floor ill lit chilly
9_162bdad40b082b280b7e6f02aaf46133f1bb949bfdc37f4cf06e6c4dfa965ad3,obviously heated not
10_162bdad40b082b280b7e6f02aaf46133f1bb949bfdc37f4cf06e6c4dfa965ad3,jacuzzi nice
11_162bdad40b082b280b7e6f02aaf46133f1bb949bfdc37f4cf06e6c4dfa965ad3,soda machine floor floor broken ones did work refused function used change bills
12_162bdad40b082b280b7e6f02aaf46133f1bb949bfdc37f4cf06e6c4dfa965ad3,pleasant little porch area corner entrance closed sunday night construction going hotel forcing enter exit hotel badly designed main entrance
13_162bdad40b082b280b7e6f02aaf46133f1bb949bfdc37f4cf06e6c4dfa965ad3,essentially driveway taxis limos cars constantly arriving leaving bit hazardous navigate especially no pedestrian walk extends public sidewalk just hop apron near hotel doors hope suv n't swing corner pretty blind construction overhang
14_162bdad40b082b280b7e6f02aaf46133f1bb949bfdc37f4cf06e6c4dfa965ad3,lobby area dark uninviting
15_162bdad40b082b280b7e6f02aaf46133f1bb949bfdc37f4cf06e6c4dfa965ad3,guessing chihuly sculpture kept reading removed construction safekeeping.summary overall nice hotel bad spots
16_162bdad40b082b280b7e6f02aaf46133f1bb949bfdc37f4cf06e6c4dfa965ad3,little concerned entrance issue elderly travelling elderly shaky/weak feet getting door sidewalk clearly bit dangerous
0_7db378d54b4e2470284c9203d870a8f81f05c9a358e72cb43a8b4d2de7a4957d,pleases sheraton hotel towers
1_7db378d54b4e2470284c9203d870a8f81f05c9a358e72cb43a8b4d2de7a4957d,wife stayed sheraton nights prior alaska cruise
2_7db378d54b4e2470284c9203d870a8f81f05c9a358e72cb43a8b4d2de7a4957d,booked hotwire
3_7db378d54b4e2470284c9203d870a8f81f05c9a358e72cb43a8b4d2de7a4957d,stay expected
4_7db378d54b4e2470284c9203d870a8f81f05c9a358e72cb43a8b4d2de7a4957d,great room
5_7db378d54b4e2470284c9203d870a8f81f05c9a358e72cb43a8b4d2de7a4957d,upgrade 29th floor close pikes market.it 10 cab ride pier
6_7db378d54b4e2470284c9203d870a8f81f05c9a358e72cb43a8b4d2de7a4957d,purchased roundtrip ticket airporter sheraton
7_7db378d54b4e2470284c9203d870a8f81f05c9a358e72cb43a8b4d2de7a4957d,took cab pier
8_7db378d54b4e2470284c9203d870a8f81f05c9a358e72cb43a8b4d2de7a4957d,saved 15 n't alot convenient bus drivers friendly cabbies.all-in-all wnat close downtown action great hotel pick
9_7db378d54b4e2470284c9203d870a8f81f05c9a358e72cb43a8b4d2de7a4957d,definently 4-star
0_0a298878bfe3f376e75c94599908ab0b0c95eb378990983463c819a7688020c4,careful book
1_0a298878bfe3f376e75c94599908ab0b0c95eb378990983463c819a7688020c4,careful room type person
2_0a298878bfe3f376e75c94599908ab0b0c95eb378990983463c819a7688020c4,husband room double beds no kings available beds took room
3_0a298878bfe3f376e75c94599908ab0b0c95eb378990983463c819a7688020c4,lounge chairs struck corner n't really tv
4_0a298878bfe3f376e75c94599908ab0b0c95eb378990983463c819a7688020c4,going spending nights moved hotel bigger rooms inn harbor steps highly recommend.location central great shopping linens bed comfortable
5_0a298878bfe3f376e75c94599908ab0b0c95eb378990983463c819a7688020c4,staff nice n't change room
0_45935c784ad4994a71b4d86fb7583ce416f5b890b0cb729ce4d04ede0122f66d,overall great hotel stayed 6 days october 2004 convention
1_45935c784ad4994a71b4d86fb7583ce416f5b890b0cb729ce4d04ede0122f66d,brought wife toddler son.the location incredibly convenient downtown seattle close convention center pike marketplace restaurants.the desk staff cordial provided room wanted reasonable time.the room received good view little puget sound clean comfortable
